"sla","lnm","lls","sla.1","lnm.1","lls.1","sla.2","lnm.2","lls.2","sla.3","lnm.3","lls.3","sla.4","lnm.4","lls.4","sla.5","lnm.5","lls.5","sla.6","lnm.6","lls.6","sla.7","lnm.7","lls.7","sla.8","lnm.8","lls.8","sla.9","lnm.9","lls.9","sla.10","lnm.10","lls.10","sla.11","lnm.11","lls.11","sla.12","lnm.12","lls.12","sla.13","lnm.13","lls.13"
0.00564936111152663,33.8407847657111,5.57701318725122,0.0104215428752201,66.8315480988611,3.99491870480923,0.00753681851064913,22.0154742166564,0.933581578001378,0.0148799238036695,28.3144175242181,6.46652337882911,0.0174860330339534,30.1167385021361,4.72387956114755,0.0112066061619863,40.3986565262934,6.77890526738775,0.0150201377369046,43.1373994525544,5.08249661404221,0.0276534711790708,22.8051865726548,1.47930971852983,0.0174227295324328,25.1627619082503,2.46999212644265,0.0567023985732642,22.7523472363675,0.485388349116995,0.0194905717456438,23.8942774150926,0.724767592856659,0.0729978190887037,10.5755885446228,0.0222400799740264,0.0265799270091907,22.0922426663318,0.3148364708514,0.0146728064950412,43.7109689663161,0.539164898594057
0.0129216968769799,59.1918740085756,22.2386637646349,0.00776538910150857,30.0838089953761,2.81157111478733,0.00684476939092955,45.5678577223197,1.20841903213748,0.0156442611389976,28.9087929755123,1.95540838027264,0.0177576161676999,59.8953445195559,7.25562986502321,0.0327157379038941,29.5458003103624,1.89904456491485,0.0565994283796219,17.3836298675099,0.159501655023808,0.0347171269601139,23.4661467783973,0.226967601935673,0.0289765026118609,48.0815498456909,0.979975670498556,0.0321933996610725,29.3992883285461,0.378912085725861,0.0345382061344116,11.5062041429047,0.805040832300662,0.0231639107694097,15.354799110409,0.218009131854283,0.0315061653230974,39.0470273629131,0.860924901871376,0.0971660120917102,30.9323295586611,0.264362862198616
0.0105678649652754,49.6148703460174,3.43139082860328,0.00281624251840365,36.7096171359053,8.45617410709678,0.00920396910293221,34.7626717485335,0.421732994234325,0.06677222589632,29.9163980696064,2.85150287351455,0.0114055282328013,50.3887279381423,15.8558093676328,0.0355926154448803,18.2424187405376,1.21752141952128,0.0134047413846631,31.85757701138,2.27997612988848,0.0330189245162368,19.9612884251107,0.0893666133544423,0.0162630501865709,24.3396058397248,2.32483420826179,0.0240210862061667,19.0230746181333,0.210221755787262,0.0217763466414179,30.7975618147995,0.48869875974543,0.0110821755307843,41.5269295245746,0.184091633994407,0.0187240941151248,29.668821684132,0.758367095891392,0.0253783983927012,58.8578027255982,0.373256689609448
0.00827358660122249,47.2598855399028,5.78775066215868,0.0100304360407339,48.555886147332,1.32923135747556,0.00834903502746369,11.5236245240288,0.609254465254962,0.0218882893602871,32.4087695820728,0.666873928151865,0.0204428783279761,48.2616657996782,2.92966826769955,0.0500852376289724,12.6172337494418,0.503041846448019,0.0459653448329943,12.2735357217787,0.528742104553786,0.0379061658181695,7.31525107482462,0.120857427782706,0.0308554651919958,21.7124571851374,0.635827561889408,0.0361501965115959,18.3425202261661,0.462593159981982,0.0122618935339908,33.1524413452658,0.731489275860482,0.01269688649157,26.3725612718307,4.33452482939451,0.0177204101686008,30.7863803292289,0.485446615308562,0.0296302315343065,35.1123385341485,0.0922304877961292
0.00339514664599329,93.4806668808042,7.33433382472994,0.0157646911980495,52.3513607131508,3.70406992918086,0.0129638314704562,46.9371862605424,0.443490039073163,0.0382205256232846,14.0477813291601,0.371603271752217,0.0271433400648238,28.9815203274038,1.86939219662224,0.0113744994946506,39.4865786112088,0.943857016247874,0.038628176994432,18.3098381483392,0.405847123375536,0.0202769338078029,11.7886949073653,0.0920048623741194,0.00806055848938819,21.4776013582942,1.81258671713661,0.0191742512744984,29.6663290498648,1.336535727294,0.038326640898649,17.4747113119842,0.165389124008419,0.0271376035744797,23.3732213148609,0.224428766548048,0.05687793172108,23.2974036678482,0.436733989255421,0.0332603852194563,35.6513128181674,0.373601826342329
0.0173214282449324,26.0621863111229,3.12540016463244,0.00268811731594866,128.74875721174,17.5661520136687,0.015098236289861,26.4124341629322,1.26581520563608,0.0162736708967723,28.7760226530545,3.40434073649218,0.0230438619106335,25.3249899518599,1.42310993582532,0.0489292511546145,20.316542519051,0.5665201001278,0.0591768970190416,33.631485378213,1.19616431626492,0.0192343757575364,32.2106104089901,1.31789700259629,0.0115792236838885,29.067707718021,0.580397234824773,0.0736942630537173,10.8956427925582,0.635506510886067,0.0181693490388719,32.7160632216692,1.82744728802721,0.058969922536214,16.4047235626553,0.0404080830110549,0.0402813810600271,18.1073778500491,0.325240491682257,0.0474407470717975,21.706843717049,0.157026262194447
0.00571597719274656,54.2599153555524,1.75513946376769,0.0127085304378179,31.7043934687422,7.04117194040235,0.00402883748045623,52.8627279937252,1.58173911352087,0.0235085078884201,37.0529778468066,0.595040023347382,0.0109567792374375,20.8048467079035,3.36170142143993,0.0587372870876295,12.7353102158327,0.639548622297554,0.100995619903067,17.4412151603991,0.266308069584328,0.0688328831439817,13.5286418559127,0.201682114571535,0.0152023026043512,39.1892724841141,2.39114095743432,0.0239310394194463,25.4770742319417,0.797928842490005,0.0744509308715743,24.3357770190078,0.656979977089017,0.048196953680346,11.0308450715003,0.100173560328658,0.0178974190742262,38.5896648800614,3.89256214940852,0.0242894930351143,38.8266877880163,0.185513431438221
0.010169641664465,37.3235239932504,0.577009413647487,0.0112862063869997,29.3219344069285,1.90378523051553,0.0174431897863887,34.6579897787657,0.276996341399544,0.0243529947901019,21.783129158955,1.39593666573401,0.0180629844918063,24.5732037286401,1.10403886604826,0.0630731778911868,16.6663352813509,0.891301100556785,0.038691190102604,40.2237600201336,0.467725829446928,0.0152569819289155,21.2682672043538,0.430966163100672,0.00955350751317361,41.175390363292,7.87161937299668,0.033503895513217,20.4496475801512,0.497481432053121,0.02035397327677,30.686011979397,1.85298806866679,0.0791747154108877,20.958484719666,1.31991231809437,0.0497342137794213,15.1976977705248,0.659633336063065,0.0180920289456559,16.3917249053903,0.44425583392689
0.00955231431068093,46.7740932794553,23.1967552355125,0.0145204153662369,63.1684200973588,2.96933313291334,0.0191019336075461,38.0186217581567,0.380704221420338,0.020888863491172,52.5438334638172,5.92269430341819,0.0395737402758176,26.3036537626365,2.5932963992468,0.0256040090548106,20.0660298079987,1.79043696287241,0.0398711236488435,23.1853589034034,0.364632240781254,0.011790466708521,20.5199864662561,0.218254331271665,0.0124277266556801,19.6720264241565,3.34451432430165,0.0722617799264084,24.3112843638594,0.291808772811793,0.0423847852143882,20.3704058158352,0.118304319927059,0.00666259591296987,97.855831332842,0.614581809696462,0.0347054580332553,29.107723107417,1.11848656861784,0.0260621318883527,27.0027891686397,0.154376499854184
0.0108299335164053,44.4787807651249,1.07356403651708,0.0130988559244689,32.9979888558364,1.21345291415181,0.0160177249638443,65.294276352224,5.39457805156076,0.0498491324611433,18.6306849272665,0.503574352280155,0.00774128088586499,49.6033386418421,4.277282431092,0.0553612347208658,24.8795084210191,0.313143683050837,0.0508363991951068,22.5332354878875,1.12066927847299,0.0424910145117241,15.9839521524687,0.0404504643821581,0.013717782398992,37.7298616072029,2.97588166825987,0.0370609321819709,14.096661921289,0.280644359840311,0.0338939735880272,28.4517696753802,0.247475385263172,0.0145607039200825,27.629795567269,0.139081955108887,0.0206730537871634,41.1811268085166,1.05964289658611,0.0324976471432321,29.3785043765867,0.497507332797977
